,Unnamed: 0,MovieID,Title,Genres,Counts,Score
1055,1055,1069,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']",19,2.74
1056,1056,1070,Macao (1952),['Adventure'],50,3.54
1057,1057,1071,For the Moment (1994),"['Romance', 'War']",274,3.56
1058,1058,1073,Willy Wonka and the Chocolate Factory (1971),"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",11,3.27
1059,1059,1075,"Sexual Life of the Belgians, The (1994)",['Comedy'],479,3.4
1060,1060,1076,"Innocents, The (1961)",['Thriller'],786,3.94
1061,1061,1077,Sleeper (1973),"['Comedy', 'Sci-Fi']",374,3.55
1062,1062,1078,Bananas (1971),"['Comedy', 'War']",2,2.5
1063,1063,1079,"Fish Called Wanda, A (1988)",['Comedy'],26,3.15
1064,1064,1080,Monty Python's Life of Brian (1979),['Comedy'],209,2.89
1065,1065,1081,Victor/Victoria (1982),"['Comedy', 'Musical']",0,0.0
1066,1066,1082,"Candidate, The (1972)",['Drama'],175,4.17
1067,1067,1083,"Great Race, The (1965)","['Comedy', 'Musical']",23,3.78
1068,1068,1084,Bonnie and Clyde (1967),"['Crime', 'Drama']",35,3.69
1069,1069,1085,"Old Man and the Sea, The (1958)","['Adventure', 'Drama']",110,3.93
1070,1070,1086,Dial M for Murder (1954),"['Mystery', 'Thriller']",2,3.0
1071,1071,1087,Madame Butterfly (1995),['Musical'],5,3.4
1072,1072,1088,Dirty Dancing (1987),"['Musical', 'Romance']",0,0.0
1073,1073,1089,Reservoir Dogs (1992),"['Crime', 'Thriller']",1313,3.86
1074,1074,1090,Platoon (1986),"['Drama', 'War']",0,0.0
1075,1075,1091,Weekend at Bernie's (1989),['Comedy'],0,0.0
1076,1076,1092,Basic Instinct (1992),"['Mystery', 'Thriller']",23,4.0
1077,1077,1093,"Doors, The (1991)","['Drama', 'Musical']",744,3.98
1078,1078,1094,"Crying Game, The (1992)","['Drama', 'Romance', 'War']",372,3.84
1079,1079,1095,Glengarry Glen Ross (1992),['Drama'],1326,3.97
1080,1080,1096,Sophie's Choice (1982),['Drama'],926,4.02
1081,1081,1097,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",434,3.62
1082,1082,1098,"Search for One-eye Jimmy, The (1996)",['Comedy'],154,3.7
1083,1083,1099,"Christmas Carol, A (1938)",['Drama'],164,3.53
1084,1084,1100,Days of Thunder (1990),"['Action', 'Romance']",686,4.1
1085,1085,1101,Top Gun (1986),"['Action', 'Romance']",131,3.78
1086,1086,1102,American Strays (1996),['Action'],379,4.08
1087,1087,1103,Rebel Without a Cause (1955),['Drama'],18,3.44
1088,1088,1104,"Streetcar Named Desire, A (1951)",['Drama'],687,3.31
1089,1089,1105,Children of the Corn IV: The Gathering (1996),['Horror'],1259,4.14
1090,1090,1106,"Leopard Son, The (1996)",['Documentary'],1143,4.09
1091,1091,1107,Loser (1991),['Comedy'],373,2.79
1092,1092,1108,Prerokbe Ognja (1995),['Documentary'],751,3.54
1093,1093,1109,Charm's Incidents (1996),['Drama'],680,3.41
1094,1094,1110,Bird of Prey (1996),['Action'],1229,3.73
1095,1095,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),['Documentary'],571,3.88
1096,1096,1112,Palookaville (1996),"['Action', 'Drama']",344,3.98
1097,1097,1113,"Associate, The (1996)",['Comedy'],2269,3.97
1098,1098,1114,"Funeral, The (1996)",['Drama'],5,2.4
1099,1099,1115,Sleepover (1995),"['Comedy', 'Drama']",194,3.99
1100,1100,1116,"Single Girl, A (La Fille Seule) (1995)",['Drama'],420,2.81
1101,1101,1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",['Drama'],1010,3.69
1102,1102,1118,Tashunga (1995),"['Adventure', 'Western']",4,2.0
1103,1103,1119,Drunks (1997),['Drama'],402,3.92
1104,1104,1120,"People vs. Larry Flynt, The (1996)",['Drama'],483,4.23
1105,1105,1121,Glory Daze (1996),['Drama'],42,1.79
1106,1106,1122,Plutonium Circus (1995),['Documentary'],0,0.0
1107,1107,1123,"Perfect Candidate, A (1996)",['Documentary'],3,2.0
1108,1108,1124,On Golden Pond (1981),['Drama'],0,0.0
1109,1109,1125,"Return of the Pink Panther, The (1974)",['Comedy'],0,0.0
1110,1110,1126,Drop Dead Fred (1991),"['Comedy', 'Fantasy']",0,0.0
1111,1111,1127,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",94,4.1
1112,1112,1128,"Fog, The (1980)",['Horror'],35,3.43
1113,1113,1129,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",50,3.0
1114,1114,1130,"Howling, The (1980)",['Horror'],31,2.87
1115,1115,1131,Jean de Florette (1986),['Drama'],1,1.0
1116,1116,1132,Manon of the Spring (Manon des sources) (1986),['Drama'],17,3.41
1117,1117,1133,Talking About Sex (1994),"['Comedy', 'Drama']",12,4.25
1118,1118,1134,Johnny 100 Pesos (1993),"['Action', 'Drama']",1,2.0
1119,1119,1135,Private Benjamin (1980),['Comedy'],34,3.21
1120,1120,1136,Monty Python and the Holy Grail (1974),['Comedy'],456,3.58
1121,1121,1137,Hustler White (1996),['Romance'],13,3.08
1122,1122,1138,Dadetown (1995),['Documentary'],0,0.0
1123,1123,1139,Everything Relative (1996),['Drama'],33,3.73
1124,1124,1140,Entertaining Angels: The Dorothy Day Story (1996),['Drama'],405,3.74
1125,1125,1141,Hoogste tijd (1995),['Drama'],385,3.78
1126,1126,1142,Get Over It (1996),['Drama'],317,2.37
1127,1127,1143,Three Lives and Only One Death (1996),['Comedy'],1715,3.68
1128,1128,1144,"Line King: Al Hirschfeld, The (1996)",['Documentary'],170,2.92
1129,1129,1145,Snowriders (1996),['Documentary'],884,3.46
1130,1130,1146,Curtis's Charm (1995),"['Comedy', 'Drama']",231,3.26
1131,1131,1147,When We Were Kings (1996),['Documentary'],216,4.32
1132,1132,1148,"Wrong Trousers, The (1993)","['Animation', 'Comedy']",220,4.26
1133,1133,1149,JLG/JLG - autoportrait de d�cembre (1994),"['Documentary', 'Drama']",2,2.0
1134,1134,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Drama'],2,3.0
1135,1135,1151,Faust (1994),"['Animation', 'Comedy', 'Thriller']",407,3.19
1136,1136,1152,He Walked by Night (1948),"['Crime', 'Film-Noir', 'Thriller']",1599,4.34
1137,1137,1153,Raw Deal (1948),['Film-Noir'],0,0.0
1138,1138,1154,T-Men (1947),['Film-Noir'],7,3.86
1139,1139,1155,"Invitation, The (Zaproszenie) (1986)",['Drama'],2,4.0
1140,1140,1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",['Drama'],0,0.0
1141,1141,1157,"Symphonie pastorale, La (1946)",['Drama'],0,0.0
1142,1142,1158,Here Comes Cookie (1935),['Comedy'],2,1.0
1143,1143,1159,Love in Bloom (1935),['Romance'],0,0.0
1144,1144,1160,Six of a Kind (1934),['Comedy'],16,3.75
1145,1145,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama'],2,2.5
1146,1146,1162,"Ruling Class, The (1972)",['Comedy'],0,0.0
1147,1147,1163,Mina Tannenbaum (1994),['Drama'],277,4.32
1148,1148,1164,Two or Three Things I Know About Her (1966),['Drama'],882,4.51
1149,1149,1165,"Bloody Child, The (1996)","['Drama', 'Thriller']",4,3.5
1150,1150,1166,Farmer & Chase (1995),['Comedy'],158,3.93
1151,1151,1167,Dear God (1996),['Comedy'],31,3.48
1152,1152,1168,Bad Moon (1996),['Horror'],29,3.48
1153,1153,1169,American Dream (1990),['Documentary'],14,3.43
1154,1154,1170,Best of the Best 3: No Turning Back (1995),['Action'],15,3.73
1155,1155,1171,Bob Roberts (1992),['Comedy'],0,0.0
1156,1156,1172,Cinema Paradiso (1988),"['Comedy', 'Drama', 'Romance']",0,0.0
1157,1157,1173,"Cook the Thief His Wife & Her Lover, The (1989)",['Drama'],0,0.0
1158,1158,1174,Grosse Fatigue (1994),['Comedy'],0,0.0
1159,1159,1175,Delicatessen (1991),"['Comedy', 'Sci-Fi']",0,0.0
1160,1160,1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",['Drama'],6,2.17
1161,1161,1177,Enchanted April (1991),['Drama'],94,3.95
1162,1162,1178,Paths of Glory (1957),"['Drama', 'War']",96,3.91
1163,1163,1179,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']",19,2.95
1164,1164,1180,Hear My Song (1991),['Comedy'],5,3.6
1165,1165,1181,"Shooter, The (1995)",['Action'],1,1.0
1166,1166,1183,"English Patient, The (1996)","['Drama', 'Romance', 'War']",0,0.0
1167,1167,1184,Mediterraneo (1991),"['Comedy', 'War']",94,2.89
1168,1168,1185,My Left Foot (1989),['Drama'],18,2.06
1169,1169,1186,"Sex, Lies, and Videotape (1989)",['Drama'],36,3.72
1170,1170,1187,Passion Fish (1992),['Drama'],17,1.65
1171,1171,1188,Strictly Ballroom (1992),"['Comedy', 'Romance']",415,3.73
1172,1172,1189,"Thin Blue Line, The (1988)",['Documentary'],615,4.29
1173,1173,1190,Tie Me Up! Tie Me Down! (1990),['Drama'],198,3.35
1174,1174,1191,Madonna: Truth or Dare (1991),['Documentary'],5,3.8
1175,1175,1192,Paris Is Burning (1990),['Documentary'],368,4.0
1176,1176,1193,One Flew Over the Cuckoo's Nest (1975),['Drama'],129,3.94
1177,1177,1194,Up in Smoke (1978),['Comedy'],147,3.99
1178,1178,1196,Star Wars: Episode V - The Empire Strikes Back (1980),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']",230,4.47
1179,1179,1197,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Romance']",885,3.79
1180,1180,1198,Raiders of the Lost Ark (1981),"['Action', 'Adventure']",50,3.84
1181,1181,1199,Brazil (1985),['Sci-Fi'],10,2.9
1182,1182,1200,Aliens (1986),"['Action', 'Sci-Fi', 'Thriller', 'War']",0,0.0
1183,1183,1201,"Good, The Bad and The Ugly, The (1966)","['Action', 'Western']",989,3.61
1184,1184,1202,Withnail and I (1987),['Comedy'],91,3.8
1185,1185,1203,12 Angry Men (1957),['Drama'],453,3.96
1186,1186,1204,Lawrence of Arabia (1962),"['Adventure', 'War']",562,3.61
1187,1187,1205,"Transformers: The Movie, The (1986)","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']",147,3.66
1188,1188,1206,"Clockwork Orange, A (1971)",['Sci-Fi'],676,3.95
1189,1189,1207,To Kill a Mockingbird (1962),['Drama'],269,4.25
1190,1190,1208,Apocalypse Now (1979),"['Drama', 'War']",132,3.51
1191,1191,1209,Once Upon a Time in the West (1969),['Western'],209,3.06
1192,1192,1210,Star Wars: Episode VI - Return of the Jedi (1983),"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",105,4.03
1193,1193,1211,Wings of Desire (Der Himmel �ber Berlin) (1987),"['Comedy', 'Drama', 'Romance']",1725,4.39
1194,1194,1212,"Third Man, The (1949)","['Mystery', 'Thriller']",212,3.48
1195,1195,1213,GoodFellas (1990),"['Crime', 'Drama']",0,0.0
1196,1196,1214,Alien (1979),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2990,4.29
1197,1197,1215,Army of Darkness (1993),"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']",2318,4.3
1198,1198,1216,"Big Blue, The (Le Grand Bleu) (1988)","['Adventure', 'Romance']",2514,4.48
1199,1199,1217,Ran (1985),"['Drama', 'War']",913,4.1
1200,1200,1218,"Killer, The (Die xue shuang xiong) (1989)","['Action', 'Thriller']",1820,4.13
1201,1201,1219,Psycho (1960),"['Horror', 'Thriller']",822,4.13
1202,1202,1220,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']",72,3.61
1203,1203,1221,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']",616,4.3
1204,1204,1222,Full Metal Jacket (1987),"['Action', 'Drama', 'War']",831,4.4
1205,1205,1223,"Grand Day Out, A (1992)","['Animation', 'Comedy']",231,3.38
1206,1206,1224,Henry V (1989),"['Drama', 'War']",1229,4.08
1207,1207,1225,Amadeus (1984),['Drama'],928,4.43
1208,1208,1226,"Quiet Man, The (1952)","['Comedy', 'Romance']",1176,4.24
1209,1209,1227,Once Upon a Time in America (1984),"['Crime', 'Drama', 'Thriller']",173,4.02
1210,1210,1228,Raging Bull (1980),['Drama'],2883,4.02
1211,1211,1230,Annie Hall (1977),"['Comedy', 'Romance']",242,4.11
1212,1212,1231,"Right Stuff, The (1983)",['Drama'],480,4.45
1213,1213,1232,Stalker (1979),"['Mystery', 'Sci-Fi']",1657,4.28
1214,1214,1233,"Boat, The (Das Boot) (1981)","['Action', 'Drama', 'War']",2024,4.16
1215,1215,1234,"Sting, The (1973)","['Comedy', 'Crime']",945,3.8
1216,1216,1235,Harold and Maude (1971),['Comedy'],87,3.66
1217,1217,1236,Trust (1990),"['Comedy', 'Drama']",357,4.27
1218,1218,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama'],244,4.2
1219,1219,1238,Local Hero (1983),['Comedy'],1263,4.22
1220,1220,1240,"Terminator, The (1984)","['Action', 'Sci-Fi', 'Thriller']",1341,3.94
1221,1221,1241,Braindead (1992),"['Comedy', 'Horror']",1692,4.36
1222,1222,1242,Glory (1989),"['Action', 'Drama', 'War']",1254,4.11
1223,1223,1243,Rosencrantz and Guildenstern Are Dead (1990),"['Comedy', 'Drama']",473,4.36
1224,1224,1244,Manhattan (1979),"['Comedy', 'Drama', 'Romance']",426,4.29
1225,1225,1245,Miller's Crossing (1990),['Drama'],1382,4.25
1226,1226,1246,Dead Poets Society (1989),['Drama'],226,4.05
1227,1227,1247,"Graduate, The (1967)","['Drama', 'Romance']",241,3.86
1228,1228,1248,Touch of Evil (1958),"['Crime', 'Film-Noir', 'Thriller']",677,4.19
1229,1229,1249,Nikita (La Femme Nikita) (1990),['Thriller'],0,0.0
1230,1230,1250,"Bridge on the River Kwai, The (1957)","['Drama', 'War']",1334,4.14
1231,1231,1251,8 1/2 (1963),['Drama'],750,4.08
1232,1232,1252,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']",52,3.63
1233,1233,1253,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi']",1001,4.3
1234,1234,1254,"Treasure of the Sierra Madre, The (1948)",['Adventure'],1049,4.32
1235,1235,1255,Bad Taste (1987),"['Comedy', 'Horror']",697,4.16
1236,1236,1256,Duck Soup (1933),"['Comedy', 'War']",90,4.19
1237,1237,1257,Better Off Dead... (1985),['Comedy'],299,4.23
1238,1238,1258,"Shining, The (1980)",['Horror'],351,4.0
1239,1239,1259,Stand by Me (1986),"['Adventure', 'Comedy', 'Drama']",0,0.0
1240,1240,1260,M (1931),"['Crime', 'Film-Noir', 'Thriller']",2098,4.15
1241,1241,1261,Evil Dead II (Dead By Dawn) (1987),"['Action', 'Adventure', 'Comedy', 'Horror']",70,3.36
1242,1242,1262,"Great Escape, The (1963)","['Adventure', 'War']",1112,4.19
1243,1243,1263,"Deer Hunter, The (1978)","['Drama', 'War']",325,3.98
1244,1244,1264,Diva (1981),"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",718,4.08
1245,1245,1265,Groundhog Day (1993),"['Comedy', 'Romance']",358,4.01
1246,1246,1266,Unforgiven (1992),['Western'],855,4.01
1247,1247,1267,"Manchurian Candidate, The (1962)","['Film-Noir', 'Thriller']",1261,4.25
1248,1248,1268,Pump Up the Volume (1990),['Drama'],514,4.22
1249,1249,1269,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']",733,4.01
1250,1250,1270,Back to the Future (1985),"['Comedy', 'Sci-Fi']",938,4.39
1251,1251,1271,Fried Green Tomatoes (1991),['Drama'],228,4.11
1252,1252,1272,Patton (1970),"['Drama', 'War']",1185,4.34
1253,1253,1273,Down by Law (1986),"['Comedy', 'Drama']",559,4.14
1254,1254,1274,Akira (1988),"['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",453,4.29
1255,1255,1275,Highlander (1986),"['Action', 'Adventure']",54,3.41
1256,1256,1276,Cool Hand Luke (1967),"['Comedy', 'Drama']",594,4.21
1257,1257,1277,Cyrano de Bergerac (1990),"['Action', 'Drama', 'Romance']",472,3.92
1258,1258,1278,Young Frankenstein (1974),"['Comedy', 'Horror']",1087,4.1
1259,1259,1279,Night on Earth (1991),"['Comedy', 'Drama']",1785,4.1
1260,1260,1280,Raise the Red Lantern (1991),['Drama'],308,4.3
1261,1261,1281,"Great Dictator, The (1940)",['Comedy'],548,3.83
1262,1262,1282,Fantasia (1940),"['Animation', ""Children's"", 'Musical']",696,4.38
1263,1263,1283,High Noon (1952),['Western'],700,4.11
1264,1264,1284,"Big Sleep, The (1946)","['Film-Noir', 'Mystery']",257,4.05
1265,1265,1285,Heathers (1989),['Comedy'],2278,3.95
1266,1266,1286,Somewhere in Time (1980),"['Drama', 'Romance']",997,4.09
1267,1267,1287,Ben-Hur (1959),"['Action', 'Adventure', 'Drama']",765,4.33
1268,1268,1288,This Is Spinal Tap (1984),"['Comedy', 'Drama', 'Musical']",317,3.49
1269,1269,1289,Koyaanisqatsi (1983),"['Documentary', 'War']",672,4.17
1270,1270,1290,Some Kind of Wonderful (1987),"['Drama', 'Romance']",2583,3.99
1271,1271,1291,Indiana Jones and the Last Crusade (1989),"['Action', 'Adventure']",593,3.81
1272,1272,1292,Being There (1979),['Comedy'],645,4.27
1273,1273,1293,Gandhi (1982),['Drama'],146,3.97
1274,1274,1294,M*A*S*H (1970),"['Comedy', 'War']",452,3.93
1275,1275,1295,"Unbearable Lightness of Being, The (1988)",['Drama'],741,3.85
1276,1276,1296,"Room with a View, A (1986)","['Drama', 'Romance']",930,4.25
1277,1277,1297,Real Genius (1985),['Comedy'],363,3.88
1278,1278,1298,Pink Floyd - The Wall (1982),"['Drama', 'Musical', 'War']",1193,4.25
1279,1279,1299,"Killing Fields, The (1984)","['Drama', 'War']",194,3.75
1280,1280,1300,My Life as a Dog (Mitt liv som hund) (1985),['Drama'],277,4.17
1281,1281,1301,Forbidden Planet (1956),['Sci-Fi'],216,4.03
1282,1282,1302,Field of Dreams (1989),['Drama'],943,3.9
1283,1283,1303,"Man Who Would Be King, The (1975)",['Adventure'],403,4.18
1284,1284,1304,Butch Cassidy and the Sundance Kid (1969),"['Action', 'Comedy', 'Western']",541,4.31
1285,1285,1305,"Paris, Texas (1984)",['Drama'],803,3.82
1286,1286,1306,Until the End of the World (Bis ans Ende der Welt) (1991),"['Drama', 'Sci-Fi']",285,3.59
1287,1287,1307,When Harry Met Sally... (1989),"['Comedy', 'Romance']",704,4.11
1288,1288,1308,I Shot a Man in Vegas (1995),['Comedy'],1118,4.18
1289,1289,1309,Parallel Sons (1995),"['Drama', 'Romance']",182,3.97
1290,1290,1310,Hype! (1996),['Documentary'],230,3.59
1291,1291,1311,Santa with Muscles (1996),['Comedy'],1628,4.13
1292,1292,1312,Female Perversions (1996),['Drama'],591,4.01
1293,1293,1313,Mad Dog Time (1996),['Crime'],671,4.14
1294,1294,1314,Breathing Room (1996),['Romance'],1099,4.12
1295,1295,1315,Paris Was a Woman (1995),['Documentary'],266,3.57
1296,1296,1316,Anna (1996),['Drama'],560,4.0
1297,1297,1317,I'm Not Rappaport (1996),['Comedy'],442,3.71
1298,1298,1318,Blue Juice (1995),"['Comedy', 'Drama']",387,3.64
1299,1299,1319,Kids of Survival (1993),['Documentary'],732,4.25
1300,1300,1320,Alien� (1992),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",330,4.15
1301,1301,1321,"American Werewolf in London, An (1981)",['Horror'],373,3.98
1302,1302,1322,Amityville 1992: It's About Time (1992),['Horror'],768,3.91
1303,1303,1323,Amityville 3-D (1983),['Horror'],310,4.13
1304,1304,1324,Amityville: Dollhouse (1996),['Horror'],1419,4.22
1305,1305,1325,Amityville: A New Generation (1993),['Horror'],121,3.79
1306,1306,1326,Amityville II: The Possession (1982),['Horror'],136,3.6
1307,1307,1327,"Amityville Horror, The (1979)",['Horror'],1568,4.07
1308,1308,1328,"Amityville Curse, The (1990)",['Horror'],0,0.0
1309,1309,1329,Blood For Dracula (Andy Warhol's Dracula) (1974),['Horror'],0,0.0
1310,1310,1330,April Fool's Day (1986),"['Comedy', 'Horror']",43,3.56
1311,1311,1331,Audrey Rose (1977),['Horror'],7,1.0
1312,1312,1332,"Believers, The (1987)","['Horror', 'Thriller']",29,3.24
1313,1313,1333,"Birds, The (1963)",['Horror'],13,2.15
1314,1314,1334,"Blob, The (1958)","['Horror', 'Sci-Fi']",0,0.0
1315,1315,1335,Blood Beach (1981),"['Action', 'Horror']",3,2.33
1316,1316,1336,Body Parts (1991),['Horror'],1,4.0
1317,1317,1337,"Body Snatcher, The (1945)",['Horror'],40,3.17
1318,1318,1339,Bram Stoker's Dracula (1992),"['Horror', 'Romance']",0,0.0
1319,1319,1340,Bride of Frankenstein (1935),['Horror'],0,0.0
1320,1320,1341,Burnt Offerings (1976),['Horror'],925,3.04
1321,1321,1342,Candyman (1992),['Horror'],549,3.75
1322,1322,1343,Cape Fear (1991),['Thriller'],32,1.72
1323,1323,1344,Cape Fear (1962),"['Film-Noir', 'Thriller']",43,1.37
1324,1324,1345,Carrie (1976),['Horror'],22,1.68
1325,1325,1346,Cat People (1982),['Horror'],23,1.65
1326,1326,1347,"Nightmare on Elm Street, A (1984)",['Horror'],56,2.11
1327,1327,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Horror'],355,2.94
1328,1328,1349,Nosferatu a Venezia (1986),['Horror'],25,1.84
1329,1329,1350,"Omen, The (1976)",['Horror'],36,2.67
1330,1330,1351,Blood & Wine (1997),['Drama'],116,3.0
1331,1331,1352,Albino Alligator (1996),"['Crime', 'Thriller']",50,3.18
1332,1332,1353,"Mirror Has Two Faces, The (1996)","['Comedy', 'Romance']",102,2.91
1333,1333,1354,Breaking the Waves (1996),['Drama'],733,3.88
1334,1334,1355,Nightwatch (1997),"['Horror', 'Thriller']",338,3.14
1335,1335,1356,Star Trek: First Contact (1996),"['Action', 'Adventure', 'Sci-Fi']",21,1.71
1336,1336,1357,Shine (1996),"['Drama', 'Romance']",55,2.24
1337,1337,1358,Sling Blade (1996),"['Drama', 'Thriller']",64,3.56
1338,1338,1359,Jingle All the Way (1996),"['Adventure', ""Children's"", 'Comedy']",0,0.0
1339,1339,1360,Identification of a Woman (Identificazione di una donna) (1982),['Drama'],672,3.34
1340,1340,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),['Documentary'],216,3.91
1341,1341,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",['Drama'],53,2.85
1342,1342,1363,"Preacher's Wife, The (1996)",['Drama'],262,2.9
1343,1343,1364,Zero Kelvin (Kj�rlighetens kj�tere) (1995),['Action'],687,3.67
1344,1344,1365,Ridicule (1996),['Drama'],361,3.92
1345,1345,1366,"Crucible, The (1996)",['Drama'],567,3.6
1346,1346,1367,101 Dalmatians (1996),"[""Children's"", 'Comedy']",174,3.18
1347,1347,1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",['Drama'],451,3.49
1348,1348,1369,I Can't Sleep (J'ai pas sommeil) (1994),"['Drama', 'Thriller']",238,3.99
1349,1349,1370,Die Hard 2 (1990),"['Action', 'Thriller']",14,3.07
1350,1350,1371,Star Trek: The Motion Picture (1979),"['Action', 'Adventure', 'Sci-Fi']",409,3.62
1351,1351,1372,Star Trek VI: The Undiscovered Country (1991),"['Action', 'Adventure', 'Sci-Fi']",35,3.4
1352,1352,1373,Star Trek V: The Final Frontier (1989),"['Action', 'Adventure', 'Sci-Fi']",94,2.85
1353,1353,1374,Star Trek: The Wrath of Khan (1982),"['Action', 'Adventure', 'Sci-Fi']",188,3.09
1354,1354,1375,Star Trek III: The Search for Spock (1984),"['Action', 'Adventure', 'Sci-Fi']",267,3.82
1355,1355,1376,Star Trek IV: The Voyage Home (1986),"['Action', 'Adventure', 'Sci-Fi']",77,2.96
1356,1356,1377,Batman Returns (1992),"['Action', 'Adventure', 'Comedy', 'Crime']",1310,3.71
1357,1357,1378,Young Guns (1988),"['Action', 'Comedy', 'Western']",548,3.81
1358,1358,1379,Young Guns II (1990),"['Action', 'Comedy', 'Western']",1177,4.21
1359,1359,1380,Grease (1978),"['Comedy', 'Musical', 'Romance']",222,2.48
1360,1360,1381,Grease 2 (1982),"['Comedy', 'Musical', 'Romance']",2,3.5
1361,1361,1382,Marked for Death (1990),"['Action', 'Drama']",159,4.21
1362,1362,1383,Adrenalin: Fear the Rush (1996),"['Action', 'Sci-Fi']",100,4.03
1363,1363,1384,"Substance of Fire, The (1996)",['Drama'],112,2.97
1364,1364,1385,Under Siege (1992),['Action'],2,3.5
1365,1365,1386,Terror in a Texas Town (1958),['Western'],58,3.84
1366,1366,1387,Jaws (1975),"['Action', 'Horror']",108,3.19
1367,1367,1388,Jaws 2 (1978),"['Action', 'Horror']",364,3.05
1368,1368,1389,Jaws 3-D (1983),"['Action', 'Horror']",0,0.0
1369,1369,1390,My Fellow Americans (1996),['Comedy'],5,3.8
1370,1370,1391,Mars Attacks! (1996),"['Action', 'Comedy', 'Sci-Fi', 'War']",1135,3.54
1371,1371,1392,Citizen Ruth (1996),"['Comedy', 'Drama']",792,3.14
1372,1372,1393,Jerry Maguire (1996),"['Drama', 'Romance']",1001,3.41
1373,1373,1394,Raising Arizona (1987),['Comedy'],613,2.75
1374,1374,1395,Tin Men (1987),"['Comedy', 'Drama']",1448,3.88
1375,1375,1396,Sneakers (1992),"['Crime', 'Drama', 'Sci-Fi']",927,3.35
1376,1376,1397,Bastard Out of Carolina (1996),['Drama'],1126,3.66
1377,1377,1398,In Love and War (1996),"['Romance', 'War']",1031,2.98
1378,1378,1399,Marvin's Room (1996),['Drama'],562,3.42
1379,1379,1400,Somebody is Waiting (1996),['Drama'],369,2.91
1380,1380,1401,Ghosts of Mississippi (1996),['Drama'],817,3.58
1381,1381,1404,Night Falls on Manhattan (1997),"['Crime', 'Drama']",303,1.96
1382,1382,1405,Beavis and Butt-head Do America (1996),"['Animation', 'Comedy']",127,2.78
1383,1383,1406,"C�r�monie, La (1995)",['Drama'],11,1.55
1384,1384,1407,Scream (1996),"['Horror', 'Thriller']",6,3.83
1385,1385,1408,"Last of the Mohicans, The (1992)","['Action', 'Romance', 'War']",461,3.27
1386,1386,1409,Michael (1996),"['Comedy', 'Romance']",1,1.0
1387,1387,1410,"Evening Star, The (1996)","['Comedy', 'Drama']",1697,4.09
1388,1388,1411,Hamlet (1996),['Drama'],370,2.59
1389,1389,1412,Some Mother's Son (1996),['Drama'],210,1.85
1390,1390,1413,"Whole Wide World, The (1996)",['Drama'],121,3.2
1391,1391,1414,Mother (1996),['Comedy'],1074,2.9
1392,1392,1415,"Thieves (Voleurs, Les) (1996)","['Crime', 'Drama', 'Romance']",219,3.74
1393,1393,1416,Evita (1996),"['Drama', 'Musical']",1353,3.76
1394,1394,1417,"Portrait of a Lady, The (1996)",['Drama'],1434,4.02
1395,1395,1419,Walkabout (1971),['Drama'],295,3.33
1396,1396,1420,Message to Love: The Isle of Wight Festival (1996),['Documentary'],1091,3.73
1397,1397,1421,Grateful Dead (1995),['Documentary'],63,3.65
1398,1398,1422,Murder at 1600 (1997),"['Mystery', 'Thriller']",63,3.19
1399,1399,1423,Hearts and Minds (1996),['Drama'],104,3.2
1400,1400,1424,Inside (1996),['Action'],0,0.0
1401,1401,1425,Fierce Creatures (1997),['Comedy'],162,3.51
1402,1402,1426,Zeus and Roxanne (1997),"[""Children's""]",0,0.0
1403,1403,1427,Turbulence (1997),['Thriller'],0,0.0
